1 ------  [ 420.95947 -304.68751 420.89844 421.87501 421.87501 -500.00000 -304.68751 420.96710 420.95947 437.50001 421.87501 420.96902 -312.50001 420.95947 -312.50001 437.50001 -312.50001 437.50001 -312.50001 420.89844 -312.50001 437.50001 437.50001 437.50001 375.00000 -302.73438 -500.00000 -302.49023 421.87501 421.87501  ]  ------ result: -10522.56291, -----  time: 1241.75930,

2 ------  [ 421.87501 -302.52075 437.50001 420.89844 -304.68751 -296.87500 -304.68751 437.50001 375.00000 437.50001 421.87501 437.50001 437.50001 437.50001 420.97474 420.95947 406.25000 421.87501 -312.50001 421.87501 437.50001 420.96710 -302.49023 420.89844 -312.50001 -296.87500 420.97474 420.96902 421.87501 -302.49023  ]  ------ result: -10967.93580, -----  time: 1230.04918,

3 ------  [ 437.50001 420.95947 -312.50001 -302.73438 -302.73438 420.89844 -302.73438 421.02051 420.89844 421.87501 421.87501 420.89844 -312.50001 421.87501 420.96878 420.89844 -302.52494 421.02051 -304.68751 420.89844 421.02051 421.02051 -296.87500 421.87501 -312.50001 -302.49023 -312.50001 -312.50001 421.87501 -312.50001  ]  ------ result: -10914.91567, -----  time: 1230.47212,

4 ------  [ 437.50001 -500.00000 420.96710 -312.50001 -304.68751 -312.50001 421.87501 -302.49023 -304.68751 437.50001 437.50001 -312.50001 421.87501 420.96902 437.50001 437.50001 421.87501 421.87501 -302.73438 437.50001 -302.73438 420.89844 -302.73438 -302.49023 421.87501 -302.49023 420.96710 437.50001 420.96878 -302.73438  ]  ------ result: -10630.71542, -----  time: 1232.63382,

5 ------  [ 421.87501 -296.87500 -302.73438 420.89844 -312.50001 437.50001 437.50001 -312.50001 420.96878 -312.50001 -302.52505 -302.52839 420.89844 375.00000 420.89844 -312.50001 420.89844 -302.49023 420.95947 421.87501 437.50001 420.95947 421.87501 421.87501 -500.00000 -296.87500 421.87501 437.50001 421.87501 421.87501  ]  ------ result: -10716.50381, -----  time: 1235.52491,

6 ------  [ 420.96710 -302.52075 437.50001 420.89844 421.02051 375.00000 421.87501 420.96710 420.96875 421.87501 -302.52075 421.87501 420.97474 -296.87500 420.96902 420.89844 -312.50001 421.87501 421.87501 421.87501 -312.50001 421.87501 -312.50001 437.50001 -302.73438 437.50001 -312.50001 -500.00000 421.87501 -302.52075  ]  ------ result: -10873.09660, -----  time: 1235.97616,

7 ------  [ 421.87501 -296.87500 -300.78125 421.87501 -312.50001 420.96878 437.50001 -302.73438 -302.49023 420.95947 421.87501 -302.52505 437.50001 -296.87500 -300.78125 421.87501 420.96710 437.50001 437.50001 421.02051 -302.73438 420.89844 420.96710 -312.50001 -296.87500 420.95947 421.87501 437.50001 -312.50001 -312.50001  ]  ------ result: -10794.92416, -----  time: 1238.76881,

8 ------  [ -312.50001 421.87501 437.50001 -296.87500 420.95947 421.87501 -302.52075 421.87501 -304.68751 -296.87500 -296.87500 -302.73438 421.87501 421.87501 -302.73438 420.95947 -302.73438 421.87501 437.50001 421.87501 375.00000 -302.52075 437.50001 -312.50001 -304.68751 421.87501 -302.73438 420.89844 -302.73438 421.87501  ]  ------ result: -10535.10620, -----  time: 1232.33052,

9 ------  [ 437.50001 437.50001 421.87501 421.87501 421.87501 -302.52492 375.00000 -304.68751 -302.55128 437.50001 -302.52457 437.50001 -302.49023 421.87501 -302.73438 -302.52075 -312.50001 420.96902 420.89844 -302.52075 437.50001 -312.50001 421.87501 -296.87500 420.96710 -312.50001 421.02051 437.50001 437.50001 -302.49023  ]  ------ result: -10513.09387, -----  time: 1232.36512,

10 ------  [ -302.73438 421.87501 420.96902 -312.50001 420.89844 421.87501 437.50001 -302.73438 420.96710 -312.50001 -302.73438 421.87501 421.87501 -302.52492 375.00000 421.87501 437.50001 -312.50001 420.89844 -312.50001 437.50001 421.87501 -312.50001 421.87501 406.25000 -312.50001 -312.50001 437.50001 420.89844 421.87501  ]  ------ result: -10779.76368, -----  time: 1234.95091,

